id,region,name,res1,res2,res3,res4,res5,res6
212,chicago,Daniel J's,339,660,286,407,414,527
213,chicago,Sabatino's,545,239,148,457,302,174
214,chicago,Tehran,275,351,334,468,493,247
215,chicago,Lutnia,608,408,206,527,511,308
216,chicago,Stevie B's,166,483,671,106,427,541
217,chicago,Tommy Nevin's Pub,558,409,532,340,536,238
218,chicago,Zaven's,495,225,576,659,603,120
219,chicago,Dick's Last Resort,60,227,378,75,278,85
220,chicago,Twin Anchors,407,420,391,115,284,546
221,chicago,Leona's on Taylor,334,642,134,498,271,573
222,chicago,Parthenon,137,60,432,488,1,565
223,chicago,Avanzare,603,636,586,576,116,620
224,chicago,Duke of Perth,201,54,16,632,378,423
225,chicago,Cafe La Cave,199,659,563,620,576,174
226,chicago,Froggy's,437,661,199,127,563,348
227,chicago,Hard Rock Cafe,60,197,421,133,219,54
228,chicago,Nana's,333,565,156,424,302,534
229,chicago,Tuscany,595,148,364,178,603,186
230,chicago,Scoozi!,148,586,603,595,52,299
231,chicago,Itto Sushi,71,619,500,471,265,472
232,chicago,Tucci Milan,148,545,332,262,249,450
233,chicago,Gusto Italiano,565,222,53,642,17,432
234,chicago,Bertucci's Pizzeria,252,378,573,117,28,671
235,chicago,Song Huong,207,598,559,19,510,365
236,chicago,Vita,373,675,360,639,324,100
237,chicago,Gandhi Indian,0,664,427,216,567,483
238,chicago,Salaam,558,606,271,647,181,536
239,chicago,Spavone's Seven Hills,146,1,148,174,545,349
240,chicago,Mondelli's on Grand,314,151,262,545,148,1
241,chicago,La Perla del Mediterraneo,364,595,86,546,597,635
242,chicago,LE TITI DE PARIS,307,426,199,640,564,246
243,chicago,Pappagallo's,470,271,257,136,658,637
244,chicago,Spasso,199,294,188,659,661,563
245,chicago,Joe-n-Giuseppe,239,148,643,597,174,186
246,chicago,GABRIEL'S,564,199,307,187,168,627
247,chicago,Tecalitan,65,207,334,493,252,117
248,chicago,Oodles of Noodles,449,181,184,558,35,94
249,chicago,Tutto Bene,419,308,232,545,349,137
250,chicago,Cape Cod Room,116,636,659,603,418,446
251,chicago,Nhu Hoa Cafe,59,582,510,442,435,235
252,chicago,Father and Son Pizza,573,334,291,75,234,378
253,chicago,Geja's Cafe,184,409,536,217,181,492
254,chicago,Gavroche,441,371,619,80,134,608
255,chicago,Mandar-Inn,597,546,516,459,308,239
256,chicago,Crown Room,285,360,347,561,409,577
257,chicago,Garardo's Cafe,243,470,271,136,558,526
258,chicago,Sayat Nova,302,87,552,301,103,34
259,chicago,Piatti,148,302,174,56,349,545
260,chicago,SPIAGGIA,116,620,603,576,595,223
261,chicago,Old Jerusalem,0,269,520,559,380,359
262,chicago,Cafe Luciano,148,239,52,450,349,545
263,chicago,Panda Panda,33,509,589,386,193,417
264,chicago,Helmand,16,476,255,546,119,516
265,chicago,J.P.'s Eating Place,643,578,148,432,70,457
266,chicago,Via Veneto,170,587,174,314,239,306
267,chicago,Cassis,628,454,236,360,373,409
268,chicago,Ibis,449,181,637,248,35,492
269,chicago,Thai Star Cafe,261,280,0,520,51,319
270,chicago,Yasuke,271,526,477,470,238,243
271,chicago,Leona's,637,238,642,389,334,634
272,chicago,La Bocca della Verita,637,6,81,492,585,136
273,chicago,Bertucci's,453,342,119,516,4,284
274,chicago,Sanko,334,247,493,129,304,607
275,chicago,Penny's Noodle Shop,579,438,489,493,652,521
276,chicago,Lanna Thai,22,633,588,15,652,387
277,chicago,Cielo,460,332,667,198,21,450
278,chicago,Charlie's Ale House,60,219,227,16,85,421
279,chicago,Barney's Market Club and Steak,100,561,526,606,639,360
280,chicago,Dao,269,51,185,319,261,473
281,chicago,Barn of Barrington,146,2,174,53,239,349
282,chicago,KIKI'S BISTRO,636,576,620,603,644,418
283,chicago,La Boheme,199,357,659,592,123,246
284,chicago,R.J. Grunts,652,489,407,65,78,134
285,chicago,Mrs. Park's Tavern,409,360,347,558,639,340
286,chicago,Lucky Platter,288,448,122,131,652,78
287,chicago,Sai Cafe,596,231,150,71,300,212
288,chicago,Blind Faith Cafe,438,652,78,508,286,336
289,chicago,Vivo,644,586,230,379,148,650
290,chicago,New Japan,294,356,368,645,127,226
291,chicago,La Canasta,252,60,378,573,334,671
292,chicago,Thai Little Home Cafe,276,598,588,205,385,511
293,chicago,Lutz Continental Cafe & Pastry,343,77,369,262,106,41
294,chicago,La Sorella di Francesca,661,597,563,368,174,244
295,chicago,Club Lago,18,531,75,376,109,60
296,chicago,Red Tomato,320,451,342,4,621,453
297,chicago,Eddie's Collage,181,303,35,549,651,195
298,chicago,Oak Terrace,50,542,262,332,650,61
299,chicago,CAFE BA-BA-REEBA!,586,368,612,148,516,603
300,chicago,Matsuya,420,588,471,311,88,32
301,chicago,La Margarita,399,137,488,34,568,262
302,chicago,Salvatore's,148,450,259,174,545,40
303,chicago,Kerouac Jack's,111,366,585,81,492,372
304,chicago,Belden Deli,79,114,351,508,207,252
305,chicago,Galans,408,239,206,146,516,545
306,chicago,Del Rio,170,314,239,439,266,587
307,chicago,CARLOS',640,564,370,426,199,242
308,chicago,Berghoff,608,222,408,60,137,545
309,chicago,Giannotti Steak House,597,239,337,245,513,70
310,chicago,El Tinajon,288,336,652,131,78,448
311,chicago,Emperor's Choice,7,80,134,291,65,129
312,chicago,Daruma,443,645,502,137,552,565
313,chicago,Buffalo Ranch,513,589,546,331,17,525
314,chicago,Topo Gigio,262,148,170,586,545,1
315,chicago,Bohemian Crystal,397,565,146,652,17,53
316,chicago,Zasu,7,588,471,641,395,555
317,chicago,TOPOLOBAMPO,168,576,400,405,418,218
318,chicago,Nookies,179,489,75,378,508,497
319,chicago,Winklestein's,79,114,304,351,438,166
320,chicago,Rose Angelis,296,451,545,621,535,527
321,chicago,Bridges,675,20,236,267,647,360
322,chicago,Momotaro,589,494,263,33,193,509
323,chicago,That Steak Joynt,197,60,54,227,222,148
324,chicago,Su Casa,409,82,647,477,561,572
325,chicago,Cafe Maxx,584,259,174,649,38,543
326,chicago,My Place For ?,65,284,432,222,474,137
327,chicago,Ristorante Chianti,239,542,193,392,516,506
328,chicago,Beirut,253,184,195,73,637,324
329,chicago,Trattoria Gianni,314,148,650,586,103,222
330,chicago,Julio's Latin Cafe,337,183,443,196,571,502
331,chicago,Colorado Steakhouse,452,378,671,227,421,54
332,chicago,Harry Caray's,148,586,450,545,349,595
333,chicago,Athenian Room,131,78,652,336,288,166
334,chicago,Leona's Original Pizza,221,134,573,252,642,493
335,chicago,Don's Fishmarket & Tavern,239,146,70,543,38,3
336,chicago,Big Bowl Cafe,78,652,333,288,131,448
337,chicago,Da Luigino,597,174,239,294,262,146
338,chicago,Viceroy of India,652,642,222,555,516,101
339,chicago,Brett's,527,286,4,414,212,171
340,chicago,Bacchus Nibbles,558,217,285,238,409,470
341,chicago,Las Palmas,407,671,573,378,590,489
342,chicago,Basta Pasta,453,516,4,296,613,451
343,chicago,Ina's Kitchen,612,453,121,293,457,516
344,chicago,Butcher Shop Steakhouse,650,167,458,586,653,349
345,chicago,Genesee Depot,337,146,597,543,174,239
346,chicago,Ron of Japan,128,332,402,553,393,614
347,chicago,Park Avenue Cafe,360,561,285,100,324,373
348,chicago,Zealous,563,659,225,661,649,437
349,chicago,Carmine's Clamhouse,148,603,586,653,458,644
350,chicago,Chano Chano,288,286,478,448,53,78
351,chicago,Bagel,652,304,114,319,79,438
352,chicago,Szechwan North,238,647,271,561,536,606
353,chicago,EMILIO'S TAPAS BAR & RESTAURANT,368,299,603,620,199,225
354,chicago,California Pizza Kitchen,117,478,590,68,380,234
355,chicago,Jim & Johnny's,262,545,148,239,349,232
356,chicago,Cafe Pyrenees,437,127,199,661,226,123
357,chicago,Fond de la Tour,659,283,123,225,592,246
358,chicago,Furama,427,318,445,378,129,435
359,chicago,Dave's Italian Kitchen,106,131,286,288,333,448
360,chicago,Cafe Gordon,409,639,561,373,93,100
361,chicago,94th Aero Squadron,2,146,239,1,198,174
362,chicago,Cucina Bella,262,34,249,349,308,151
363,chicago,Aegean Isles,331,452,60,531,85,512
364,chicago,Sole Mio,595,186,349,241,148,229
365,chicago,Healthy Food,430,671,207,438,427,510
366,chicago,Bite,303,585,367,81,492,372
367,chicago,Brasserie T,372,111,625,366,238,526
368,chicago,Emilio's Granada,299,353,294,174,225,2
369,chicago,foodlife,227,380,106,333,652,505
370,chicago,CHARLIE TROTTER'S,105,307,640,564,447,426
371,chicago,Bossa Nova,441,1,254,299,34,608
372,chicago,Bistro in Highwood,367,366,111,477,625,257
373,chicago,Nick & Tony's,360,639,647,409,454,100
374,chicago,Geppetto's,271,389,470,558,238,637
375,chicago,Erwin,575,618,611,121,203,229
376,chicago,Mrs. Levy's Delicatessen,79,351,304,114,497,396
377,chicago,Cottage,199,225,563,283,307,659
378,chicago,Stanley's Kitchen & Tap,671,54,632,421,60,85
379,chicago,Yvette,62,644,653,163,601,126
380,chicago,Gino's East,106,95,369,334,234,68
381,chicago,Gin Go Gae,511,19,131,423,652,630
382,chicago,Little Szechwan,565,210,173,417,547,386
383,chicago,VA PENSIERO,563,244,659,225,576,246
384,chicago,Danilo's,314,167,355,262,40,277
385,chicago,Thai Town,276,359,511,15,292,530
386,chicago,Dragon Inn North,17,547,417,565,210,42
387,chicago,Anna Maria Pasteria,423,474,633,407,652,276
388,chicago,Slice of Life,304,252,334,109,573,497
389,chicago,Paladino's,637,271,454,373,656,409
390,chicago,Santa Fe Tapas,85,4,516,65,391,25
391,chicago,Glass Dome Hickory Pit,555,427,421,221,378,65
392,chicago,Lucci's Pasta Facce Trattoria,239,349,148,146,565,137
393,chicago,Santorini,137,552,1,222,30,148
394,chicago,Retreat,174,649,2,597,361,302
395,chicago,Dish,474,284,4,222,555,652
396,chicago,Miller's Pub,219,60,497,75,512,227
397,chicago,Zofia's,315,53,565,146,17,652
398,chicago,Nancy's Original Stuffed Pizza,493,334,5,106,75,573
399,chicago,Courtyards of Plaka,137,488,432,34,193,222
400,chicago,FRONTERA GRILL,223,586,60,148,317,603
401,chicago,Thai Borrahn,552,308,301,298,362,638
402,chicago,Centro,332,148,621,232,612,302
403,chicago,Next Door,337,183,439,467,115,150
404,chicago,Hau Giang,0,251,510,582,520,235
405,chicago,Printer's Row,418,576,620,116,659,90
406,chicago,Parrinello,103,551,595,576,302,11
407,chicago,Wishbone,671,19,378,652,489,478
408,chicago,Zum Deutschen Eck,206,608,239,305,308,546
409,chicago,Vinyl,360,454,639,60,285,217
410,chicago,King Crab Tavern & Seafood,314,262,148,52,460,167
411,chicago,La Majada,546,523,399,635,137,193
412,chicago,Betise,199,138,174,2,53,394
413,chicago,Outback Steakhouse,174,239,146,70,545,2
414,chicago,Wild Onion,4,286,16,474,339,516
415,chicago,Club Creole,675,20,82,347,360,647
416,chicago,Capriccio's,239,148,534,262,545,151
417,chicago,Charlie Chiang,547,386,210,509,565,53
418,chicago,PUMP ROOM,620,116,640,576,659,405
419,chicago,Pazzo's Pizza & Pasta Kitchen,262,349,148,137,586,332
420,chicago,LaLO,284,609,88,80,37,407
421,chicago,Brother Jimmy's BBQ,54,60,85,378,227,632
422,chicago,Brasserie Bellevue,262,148,52,460,545,314
423,chicago,Boston Blackie's,378,632,671,54,16,478
424,chicago,Del Debbio's,228,392,327,12,440,233
425,chicago,Austin Koo's Mandarin,132,208,194,49,396,219
426,chicago,LE FRANCAIS,640,307,242,105,564,27
427,chicago,Sixty-Five,216,106,579,166,67,391
428,chicago,Jackie's,199,627,116,620,246,640
429,chicago,Greenery,90,244,377,383,610,659
430,chicago,Dellwood Pickle,179,365,438,318,508,207
431,chicago,Merlot Joe's,474,516,646,621,642,555
432,chicago,Roditys,222,137,488,399,53,349
433,chicago,Stella d'Italia,545,259,174,302,349,151
434,chicago,Tuttaposto,162,52,595,203,650,601
435,chicago,Hi Howe,0,510,427,579,559,67
436,chicago,La Fontanella,314,112,472,608,423,171
437,chicago,Retro Bistro,226,661,563,348,356,244
438,chicago,Heartland Cafe,671,288,508,652,113,452
439,chicago,Tony Spavone's,635,239,148,408,206,146
440,chicago,Basilico,565,233,605,17,547,266
441,chicago,Tania's,408,371,206,30,254,1
442,chicago,Mekong,214,468,464,118,275,334
443,chicago,Best Hunan,571,645,312,330,509,255
444,chicago,Myron & Phil's,643,183,597,309,115,448
445,chicago,Campeche,207,304,462,573,252,318
446,chicago,Boulevard,659,418,554,250,576,644
447,chicago,SEASONS,27,640,370,426,105,418
448,chicago,Czech Plaza,286,288,131,478,336,350
449,chicago,Twisted Lizard,181,656,217,238,637,558
450,chicago,Bravissimo,148,262,349,545,302,332
451,chicago,Angelina Ristorante,545,296,453,342,621,612
452,chicago,Dancing Noodles Cafe,671,166,378,331,28,54
453,chicago,Club Lucky,516,612,148,227,137,239
454,chicago,Tapas Barcelona,409,360,373,93,238,639
455,chicago,Poolgogi House,74,181,540,73,136,637
456,chicago,Cafe Phoenicia,42,140,143,654,134,642
457,chicago,Stefani's,148,612,302,516,239,213
458,chicago,Erie Cafe,349,653,524,148,644,586
459,chicago,Little Europe,255,19,511,337,215,37
460,chicago,Papagus Greek Taverna,148,586,21,198,603,222
461,chicago,Stetson's Chop House,107,458,653,554,524,525
462,chicago,Korean Restaurant,207,445,304,129,388,664
463,chicago,VINCI,466,244,225,116,120,199
464,chicago,Giordano's,493,334,117,68,221,562
465,chicago,Celebrity Cafe,551,524,602,556,107,461
466,chicago,Carlucci,463,299,244,120,364,199
467,chicago,Don Juan's,643,183,350,609,170,115
468,chicago,August Moon,275,0,521,559,351,404
469,chicago,Ruth's Chris Steak House,164,107,576,524,602,595
470,chicago,Clara's Pasta di Casa,271,243,257,340,637,374
471,chicago,Tokyo Marina,101,338,431,71,231,642
472,chicago,La Gondola,170,314,262,451,171,642
473,chicago,Singha,51,68,275,280,117,95
474,chicago,La Creperie,284,16,516,119,431,591
475,chicago,Bukhara,553,259,614,46,302,87
476,chicago,Soul Kitchen,4,16,516,342,375,60
477,chicago,Emilio's Meson Sabika,572,536,454,253,625,409
478,chicago,Hackney's,106,423,75,671,652,407
479,chicago,Gennaro's,334,48,221,436,18,239
480,chicago,Home Bakery,652,583,511,67,427,333
481,chicago,Bando,45,221,391,431,65,390
482,chicago,Aurelio's,562,493,478,102,68,354
483,chicago,Robinson's No. 1 Ribs,106,216,318,179,671,523
484,chicago,Trattoria Roma Terza,545,148,151,262,52,337
485,chicago,ENTRE NOUS,620,199,418,627,250,377
486,chicago,Hat Dance,650,644,262,460,586,148
487,chicago,Cannella's,222,249,314,432,565,233
488,chicago,Pegasus,137,222,432,516,349,148
489,chicago,Nookies Too,318,179,378,671,75,497
490,chicago,El Nandu,180,81,585,253,492,328
491,chicago,Noodle Noodle,275,122,288,652,286,423
492,chicago,Pomodori,637,373,184,181,675,253
493,chicago,My pi Pizzeria,334,573,117,252,5,75
494,chicago,Lupita's,523,589,507,64,301,392
495,chicago,Benkay,659,418,576,90,405,250
496,chicago,Heaven On Seven,78,652,616,517,407,288
497,chicago,Medici,75,489,318,28,438,378
498,chicago,O Fame,221,573,642,134,334,284
499,chicago,Piatti Verde,675,20,639,629,628,600
500,chicago,Gypsy's Cove,299,423,174,652,265,314
501,chicago,Chez Paul,669,653,644,586,21,620
502,chicago,Kampai,245,186,241,239,413,612
503,chicago,UN GRAND CAFE,225,199,283,282,627,116
504,chicago,Fernando's,491,350,630,652,247,80
505,chicago,Oak Tree,369,78,652,204,79,288
506,chicago,Pomodoro,239,148,543,545,170,174
507,chicago,Zarrosta Grill,146,239,174,642,148,543
508,chicago,Chicago Diner,288,438,179,318,489,67
509,chicago,Szechwan Restaurant,210,488,239,174,146,516
510,chicago,Pierogi Inn,511,67,559,666,207,365
511,chicago,Orbit,652,67,510,333,78,583
512,chicago,Southport City Saloon,421,54,85,25,278,378
513,chicago,Tucchetti,146,546,239,392,262,313
514,chicago,Fountain Blue,174,43,146,543,239,177
515,chicago,Cucina Roma,243,257,470,658,271,675
516,chicago,Blue Mesa,4,546,137,148,488,146
517,chicago,Original Pancake House,652,489,407,192,496,284
518,chicago,Fireplace Inn,591,222,137,34,474,80
519,chicago,Seven Treasures,207,65,67,493,129,579
520,chicago,Hashalom,559,0,510,261,269,207
521,chicago,Leo's Lunchroom,407,489,652,430,318,508
522,chicago,Chez Delphonse,4,414,165,516,284,474
523,chicago,Lindo Mexico,60,34,137,106,497,75
524,chicago,Palm,148,595,603,349,458,653
525,chicago,Delaney and Murphy,461,107,458,653,161,626
526,chicago,Gino's Steak House,285,100,470,606,271,257
527,chicago,Jerome's,16,516,148,652,542,121
528,chicago,Da Nicola Ristorante,578,472,171,170,436,314
529,chicago,Nuevo Leon,19,207,598,407,129,304
530,chicago,Abbis Abeba,385,381,202,648,511,22
531,chicago,Daniello's,331,452,565,323,421,513
532,chicago,Queen of the Sea,558,217,340,238,639,285
533,chicago,Rinconcito Sudamericano,591,284,432,474,631,134
534,chicago,Convito Italiano,146,239,170,652,148,545
535,chicago,Filippo's,174,621,527,148,155,11
536,chicago,Yvette North,184,238,409,606,217,271
537,chicago,Caribbean Delight,65,523,12,53,331,591
538,chicago,Kamehachi,502,346,484,128,52,141
539,chicago,Trattoria Pizzeria Roma,262,148,545,151,14,314
540,chicago,Machu Picchu,549,180,455,74,154,248
541,chicago,Gold Coast Dogs,166,106,369,333,216,652
542,chicago,Roxy Cafe,146,16,568,349,174,53
543,chicago,Weber Grill Restaurant,146,2,166,24,174,53
544,chicago,Cuisine:s,495,659,250,218,169,576
545,chicago,Como Inn,148,349,1,239,174,146
546,chicago,Bub City Crabshack & BBQ,227,516,421,146,643,653
547,chicago,Dragon Inn,417,386,210,509,565,53
548,chicago,Monastero's,545,457,213,148,239,40
549,chicago,Ambassador Caffe,540,74,180,455,154,268
550,chicago,Mathon's,643,170,286,439,587,350
551,chicago,La Locanda,349,603,602,595,148,524
552,chicago,It's Greek to Me,137,222,34,393,399,488
553,chicago,Old Carolina Crab House,148,137,545,349,488,302
554,chicago,Buckingham's,461,446,107,418,250,653
555,chicago,Gale Street Inn,652,53,284,391,17,642
556,chicago,Grappa,603,644,636,576,26,172
557,chicago,Poul Zakopane Harnas,181,248,303,297,268,637
558,chicago,Soul Queen,238,217,532,181,340,285
559,chicago,Cousin's,510,67,520,511,365,235
560,chicago,Taylor Brewing Company,378,60,54,201,632,278
561,chicago,Trader Vic's,360,100,647,373,606,347
562,chicago,Home Run Inn,106,102,493,68,117,234
563,chicago,Winnetka Grill,348,225,661,437,174,294
564,chicago,TRIO,307,640,246,370,105,426
565,chicago,Giovanni's,222,53,134,1,17,397
566,chicago,French Kitchen,174,146,239,543,337,535
567,chicago,Pasteur,12,106,237,427,0,483
568,chicago,Sweet Spice Cafe & Bar,542,399,137,488,527,34
569,chicago,Army & Lou's,288,652,78,286,407,448
570,chicago,Gaylord India,55,593,9,222,210,440
571,chicago,Windows of Cuisine,146,41,70,239,534,170
572,chicago,White Knights,477,536,409,82,253,324
573,chicago,Ranalli's,252,334,75,671,493,117
574,chicago,Taylor Street Bistro,646,11,121,144,103,160
575,chicago,La Risotteria Nord,364,375,618,229,186,349
576,chicago,Vivere,116,620,603,223,636,418
577,chicago,Whitehall Place,285,561,360,347,100,639
578,chicago,Vinny's,54,299,148,612,457,546
579,chicago,Three Happiness,427,67,275,200,106,12
580,chicago,Davis Street Fishmarket,53,643,591,565,173,17
581,chicago,Carson's Ribs,91,222,314,53,543,198
582,chicago,Lac Vien,59,318,508,251,179,166
583,chicago,Busy Bee,511,67,78,480,652,44
584,chicago,Pandl's in Bayside,146,174,239,38,507,70
585,chicago,Espial,409,639,20,158,629,606
586,chicago,Bice,148,603,349,644,1,21
587,chicago,Alex's Washington Gardens,170,266,174,439,314,239
588,chicago,P.S. Bangkok,32,140,276,638,37,205
589,chicago,Lone Star Steakhouse,507,146,17,543,478,193
590,chicago,Claim Company,227,75,234,407,28,336
591,chicago,Cafe Iberico,34,222,137,432,30,65
592,chicago,302 West,357,283,659,199,123,225
593,chicago,Szechwan House,9,591,210,432,222,542
594,chicago,Ishtar Inn,654,139,336,354,78,204
595,chicago,Rosebud on Rush,603,148,164,349,162,524
596,chicago,Kyoto Japanese Restaurant,287,231,150,71,300,212
597,chicago,Cafe 36,174,337,294,244,239,394
598,chicago,Edith's Bar-B-Q,19,207,529,235,407,318
599,chicago,Poor Phil's Oyster Bar,622,334,315,452,117,145
600,chicago,Tutto Italiano,675,373,236,257,389,492
601,chicago,Eccentric,379,137,488,163,653,60
602,chicago,Marc,349,603,595,524,653,191
603,chicago,Mare,586,644,595,349,148,576
604,chicago,Mia Torre,249,362,419,453,308,402
605,chicago,Johnny D's,233,565,440,642,392,53
606,chicago,Courtright's,238,360,100,561,373,536
607,chicago,Ostioneria Playa Azul,65,80,247,109,291,334
608,chicago,Schulien's,408,308,206,546,635,186
609,chicago,Dieterle's,115,53,597,170,643,350
610,chicago,BISTRO BANLIEUE,244,661,356,199,437,377
611,chicago,Cafe Absinthe,644,603,299,620,636,407
612,chicago,MIA FRANCESCA,148,299,186,453,457,621
613,chicago,Frida's,516,4,119,16,342,146
614,chicago,T'ang Dynasty,302,450,40,332,667,553
615,chicago,Trattoria No. 10,595,603,576,586,120,162
616,chicago,Corner Bakery,336,652,496,156,78,333
617,chicago,Ravinia Bistro Maison Barussea,174,302,87,152,574,422
618,chicago,Un DiAmo,575,349,11,457,148,213
619,chicago,Uncle Tannous,254,206,408,441,371,231
620,chicago,GORDON,116,418,199,640,576,307
621,chicago,Oo-La-La!,612,148,527,52,457,262
622,chicago,Genghis Khan,599,106,397,478,166,77
623,chicago,Siam Cafe,498,607,45,118,182,221
624,chicago,Abril,350,286,448,80,122,591
625,chicago,Distant Mirror Cafe,454,238,217,477,558,658
626,chicago,Rupert's for Steaks,524,653,458,10,595,659
627,chicago,YOSHI'S CAFE,199,105,307,640,428,246
628,chicago,Il Toscanaccio,639,373,236,675,20,492
629,chicago,Bar Louie,639,20,585,409,285,389
630,chicago,El Nuevo Mexicano,652,286,448,131,333,119
631,chicago,Arco de Cuchilleros,591,34,284,474,533,432
632,chicago,Northside Cafe,54,378,671,421,60,85
633,chicago,Udupi Palace,652,387,423,407,474,276
634,chicago,Osteria del Vecchio Ristorante,271,184,373,606,238,639
635,chicago,Maple Tree Inn,146,239,608,174,148,206
636,chicago,Coco Pazzo,576,603,223,620,644,586
637,chicago,D'Agostino's Cafe & Bar,271,181,389,136,184,642
638,chicago,Bangkok,588,255,264,16,459,662
639,chicago,Madison's,409,360,373,100,561,647
640,chicago,EVEREST,105,307,426,27,564,370
641,chicago,Babaluci,25,85,421,512,109,573
642,chicago,Leona's Daughters,221,134,334,673,17,565
643,chicago,BOB CHINN'S CRAB HOUSE,146,2,299,53,239,174
644,chicago,Marche,164,603,586,653,349,148
645,chicago,Akai Hana,337,255,443,609,312,392
646,chicago,Cafe Bernard,431,423,11,160,474,222
647,chicago,Szechwan East,238,561,360,373,271,639
648,chicago,Formosa,385,275,276,633,598,359
649,chicago,Vidalia on Park,174,349,348,653,542,563
650,chicago,Blackhawk Lodge,586,52,148,262,644,603
651,chicago,Rada's Inn,557,449,297,73,74,637
652,chicago,Ann Sather,78,288,336,671,438,489
653,chicago,Surf and Turf,349,458,644,163,603,586
654,chicago,Reza's,642,673,17,565,222,432
655,chicago,Rudi's Wine Bar & Cafe,152,52,337,597,621,527
656,chicago,Blue Agave,238,389,93,449,217,181
657,chicago,Cornelia's,30,332,545,262,151,148
658,chicago,Francesco's Hole in the Wall,238,558,271,606,181,637
659,chicago,Waterford,418,225,357,199,576,116
660,chicago,Farrago,52,197,527,146,30,196
661,chicago,D & J Bistro,226,563,437,244,199,294
662,chicago,Dee's,255,443,229,196,342,375
663,chicago,My Favorite Inn,643,294,368,239,170,115
664,chicago,Standard India,0,365,430,207,462,237
665,chicago,Philander's,412,163,38,70,281,460
666,chicago,Tulpe,67,559,365,510,207,583
667,chicago,Cafe Angelo,148,450,302,332,40,545
668,chicago,Pine Yard,579,173,275,210,537,382
669,chicago,Biggs,644,501,586,659,349,653
670,chicago,Ethiopian Village,202,247,468,351,334,442
671,chicago,Dixie Que,378,632,407,438,54,227
672,chicago,Star Top Cafe,121,144,364,229,375,575
673,chicago,Febo,642,134,565,221,654,334
674,chicago,Buster Crab Seafood,200,25,512,85,421,65
675,chicago,La Luce,236,373,20,492,647,285
0,los_angeles,Il Mito,229,597,595,575,148,262
1,los_angeles,Bob Burns,558,181,606,492,238,158
2,los_angeles,Caffe Luna,227,60,523,573,133,75
3,los_angeles,Asahi Ramen,333,598,67,19,643,131
4,los_angeles,Delmonico's Seafood Grille,241,434,595,364,597,309
5,los_angeles,Marouch,529,533,432,88,631,37
6,los_angeles,DC3,586,669,644,349,603,653
7,los_angeles,A Thousand Cranes,659,418,495,250,383,90
8,los_angeles,Fresco Ristorante,639,606,373,184,585,100
9,los_angeles,Cobalt Cantina,174,507,60,137,227,635
10,los_angeles,Orleans,407,597,635,595,364,241
11,los_angeles,Orso,586,603,466,650,299,595
12,los_angeles,Sweet Lady Jane,496,517,407,343,652,113
13,los_angeles,Casablanca,64,546,523,613,411,542
14,los_angeles,Bellini's Trattoria,327,193,239,419,392,249
15,los_angeles,Beaurivage,223,503,225,563,383,116
16,los_angeles,Benita's Frites,227,378,106,523,489,521
17,los_angeles,The Gumbo Pot,407,671,67,19,541,179
18,los_angeles,Al Amir,620,368,619,371,353,169
19,los_angeles,Misto Caffe,4,643,284,476,286,115
20,los_angeles,Art's Deli,78,333,652,511,131,630
21,los_angeles,Paradise,284,507,488,34,568,146
22,los_angeles,Mario's Cooking for Friends,186,608,337,262,597,239
23,los_angeles,442,174,337,597,148,602,52
24,los_angeles,La Scala,11,618,103,108,209,601
25,los_angeles,Cafe Caper,294,428,226,437,661,337
26,los_angeles,Jake & Annie's,174,507,146,543,433,148
27,los_angeles,Houston's,227,60,399,453,568,148
28,los_angeles,The Monkey Bar,60,523,493,334,259,398
29,los_angeles,Antonio's,432,608,222,591,137,308
30,los_angeles,Hamlet Gardens,635,2,545,30,239,441
31,los_angeles,Thailand Plaza,409,238,454,360,558,656
32,los_angeles,Pico Kosher Deli,235,114,79,304,67,508
33,los_angeles,CITY RESTAURANT,227,407,52,597,595,86
34,los_angeles,Tung Lai Shun,420,255,443,98,609,382
35,los_angeles,Crazy Fish,360,558,373,625,409,656
36,los_angeles,A Votre Sante,288,343,78,204,569,652
37,los_angeles,Cafe Med,639,492,373,637,217,271
38,los_angeles,Pane e Vino,148,586,332,262,46,595
39,los_angeles,I Cugini,586,650,289,644,148,595
40,los_angeles,Il Forno,403,337,596,150,587,612
41,los_angeles,Osteria Romana Orsini,163,667,608,308,595,148
42,los_angeles,Opus,116,620,199,503,405,223
43,los_angeles,Gaylord,608,308,239,488,408,650
44,los_angeles,HARRY'S BAR,108,160,308,608,209,11
45,los_angeles,La Paz,53,432,222,565,134,488
46,los_angeles,Rckenroll,179,318,67,508,407,79
47,los_angeles,Marix Tex Mex Norte,219,227,25,421,54,60
48,los_angeles,Thai Ranch,420,609,88,37,643,183
49,los_angeles,Columbia Bar & Grill,126,148,16,586,130,650
50,los_angeles,Il Cielo,223,501,586,169,383,576
51,los_angeles,La Parrilla,284,478,134,642,53,652
52,los_angeles,Reed's,492,238,409,449,558,360
53,los_angeles,Lunaria,644,586,2,669,21,501
54,los_angeles,Ciao Trattoria,170,1,349,2,174,151
55,los_angeles,La Serenata De Garibaldi,212,596,183,150,403,467
56,los_angeles,Gardel's,151,457,320,190,506,332
57,los_angeles,Managua,512,546,278,200,227,421
58,los_angeles,Louis XIV,197,29,227,60,56,201
59,los_angeles,Kate Mantilini,227,60,523,489,179,318
60,los_angeles,Pane Caldo,148,302,545,450,262,314
61,los_angeles,Inn of the Seventh Ray,486,277,1,2,198,394
