,Name,Ingredients,Instructions,Image
130,Bourbon Lemonade,"['4 to 6 ounces (1/2 to 3/4 cup) homemade fresh lemonade', '2 ounces (4 tablespoons) bourbon*', 'For the garnish: Fresh mint, cocktail cherry']","['1. Make the fresh lemonade. (Refrigerate the pitcher for later use, or make the “By the glass” variation.)', '2. In a glass, pour in the lemonade and bourbon. Add ice and garnish with fresh mint and a cocktail cherry. (If you like bubbly drinks, you can always top off with soda water or ginger ale.)']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Bourbon-Lemonade-003.jpg
131,Sake Southside Cocktail,"['6 mint leaves', '3 ounces (6 tablespoons) sake (we used junmai sake)', '½ ounce (1 tablespoon) lime juice', '½ ounce (1 tablespoon) lemon juice', '½ ounce (1 tablespoon) simple syrup', 'For the garnish: Lemon twist, mint leaves']","['1. Add the mint leaves to a cocktail shaker and muddle them.', '2. Add the sake, lemon juice, lime juice and simple syrup to cocktail shaker. Fill it with ice and shake until cold.', '3. Strain the drink into chilled cocktail glass. Garnish with an additional mint leaf (smack it between your hands to release the oils) and a lemon twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Sake-Cocktail-001.jpg
132,Aviation Cocktail,"['2 ounces (4 tablespoons) gin', '¾ ounce (1 ½ tablespoons) fresh lemon juice', '½ ounce (1 tablespoon) Maraschino liqueur', '½ ounce (1 tablespoon) \u200bcrème de violette', 'For the garnish: Luxardo cocktail cherry']","['1. Add the gin, lemon juice, maraschino liqueur, and \u200bcrème de violette to a cocktail shaker. Fill it with ice and shake it until cold.', '2. Strain into a cocktail glass. Garnish with a Luxardo cherry, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Aviation-Cocktail-006.jpg
133,Cucumber Jalapeno Margarita,"['6 slices cucumber, cut 1/8″ thick, plus more for garnish', '3 to 4 jalapeño pepper slices', '2 ounces* tequila', '1 ounce triple sec (or Cointreau)', '1 ounce lime juice', 'Ice, for serving (try clear ice)']","['1. Rub the rim of a lowball glass with a cucumber slice. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Slice the jalapeño pepper into 3 to 4 thin slices. If you prefer a more subtle heat, remove the seeds.* (Wash your hands well afterward.)', '3. Add the cucumber and jalapeno slices to a cocktail shaker and muddle them (gently mash) to release the juice.', '4. Add the tequila, triple sec and lime juice and fill the shaker with 4 ice cubes. Shake for 15 seconds until cold.', '5. Strain into the prepared glass, and fill it with ice. Garnish with cucumber slices.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Cucumber-Jalapeno-Margarita-002.jpg
134,Black Manhattan,"['2 ounces (4 tablespoons) bourbon or rye whiskey', '1 ounce (2 tablespoons) Italian amaro, like Averna', '1 dash Angostura bitters', '1 dash orange bitters', 'For the garnish: Cocktail cherry or Luxardo cherry']","['1. Combine the whiskey, amaro and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a coupe or cocktail glass. Garnish with a cherry and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Black-Manhatten-010.jpg
135,Vodka Gimlet,"['2 ounces (4 tablespoons) vodka', '1 ounce (2 tablespoons) lime juice', '¼ ounce (½ tablespoon) simple syrup or maple syrup', 'For the garnish: lime wedge or wheel']","['1. Add vodka, lime juice, and syrup to a cocktail shaker. Fill with a handful of ice and shake until cold.', '2. Strain the drink into a coupe or martini glass and top with a splash of soda water, if desired. Garnish with a lime wedge or wheel and serve.']",https://www.acouplecooks.com/wp-content/uploads/2019/05/Gimlet-001.jpg
136,Brooklyn Cocktail,"['2 ounces (4 tablespoons) rye whiskey', '1 ounce (2 tablespoons) dry vermouth', '½ tablespoon Maraschino liqueur', '½ tablespoon herbal citrusy amaro like Amer Picon*, or a few dashes of Angostura bitters', 'For the garnish: lemon twist, Luxardo cherry or cocktail cherry']","['1. Add the rye whiskey, dry vermouth, maraschino liqueur, and amaro\xa0to a cocktail shaker and fill it with ice. Shake vigorously until cold.', '2. Strain into cocktail glass. Garnish with a lemon slice or crystalized ginger, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2020/09/Brooklyn-Cocktail-005.jpg
137,Cantaritos,"['2 ounces* tequila (blanco or reposado)', '1 ounce fresh orange juice', '½ ounce fresh lemon juice', '½ ounce lime juice', '1 pinch salt', '4 ounces grapefruit soda']","['1. If using the traditional clay cup for serving, soak it in cold water for 10 minutes before using. Otherwise, use a highball glass.', '2. Combine the tequila, orange juice, lemon juice and lime juice in the glass with a pinch of salt.', '3. Fill the glass with ice and top with grapefruit soda. Garnish with citrus wedges.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Cantarito-056.jpg
138,Jungle Bird,"['1 ½ ounces (3 tablespoons) dark rum', '1 ½ ounces (3 tablespoons) pineapple juice', '3/4 to 1 ounce (2 tablespoons) Campari (to taste)', '½ ounce (1 tablespoon) lime juice', '½ ounce (1 tablespoon) simple syrup or maple syrup', 'For the garnish: Pineapple wedge, pineapple leaves (optional)']","['1. Add the dark rum, pineapple juice, Campari, lime juice, and simple syrup to a cocktail shaker and fill it with ice. Shake vigorously until cold.', '2. Strain into cocktail glass. Garnish with a pineapple wedge, pineapple leaves, or fresh mint.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Jungle-Bird-004.jpg
139,Vodka Tonic,"['1 ½ ounces (3 tablespoons) vodka', '4 ounces (½ cup) tonic water', 'Ice, for serving (try clear ice!)', '1 lemon wedge', '1 lime wedge, plus additional for garnish']","['1. Fill a highball glass with ice.', '2. Pour in the vodka and stir several times. Pour the tonic water onto a bar spoon into the glass (to increase the bubbles).', '3. Squeeze in the juice from 1 lemon wedge and 1 lime wedge. Add the squeezed wedges into the drink, then add another lime wedge to the glass as a garnish.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Vodka-Tonic-001.jpg
140,RumChata White Russian,"['2 ounces* vodka', '½ ounce Kahlua (or other coffee liqueur)', '1 ounce** RumChata', 'Ice, for serving (try clear ice)']","['1. Add the vodka and Kahlua to a low ball glass. Fill it with ice.', '2. Top with the Rumchata. Stir until cold (or stir just a bit to get the swirl effect).']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Rumchata-White-Russian-001.jpg
141,Mojito Pitcher Recipe,"['½ cup loosely packed mint leaves, plus more for the garnish', '½ cup water', '½ cup sugar', '1 cup lime juice (about 8 limes), plus 1 lime for the garnish', '2 cups white rum', '2 cups soda water or club soda']","['1. Add the sugar, water and mint to a small saucepan and heat over medium heat. Bring to a simmer and stir until all sugar is dissolved. Turn off the heat and allow it to sit for at least 5 minutes. Then strain it into a large pitcher.', '2. Add the lime juice and rum to the pitcher. Add the extra mint leaves and the extra lime, cut into rounds. Fill the pitcher with 4 handfuls of ice. Gently stir in soda water just before serving.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Mojito-Pitcher-Recipe-002.jpg
142,Whiskey Sour with Egg White,"['2 ounces (4 tablespoons) whiskey (we prefer bourbon)', '1 ounce (2 tablespoons) fresh lemon juice', '¾ ounce (1 ½ tablespoons) pure maple syrup (or simple syrup)', '1 egg white*', 'Garnish: Orange peel and a cocktail cherry', 'Ice, for serving (optional)']","['1. Add the whiskey, lemon juice, syrup, and egg white to a cocktail shaker without ice. Shake for 15 seconds.', '2. Add ice to the cocktail shaker. Shake again for 30 seconds.', '3. Strain the drink into a glass; the foam will collect at the top. Serve with ice (optional), an orange peel and a cocktail cherry.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Amaretto-Whiskey-Sour-002.jpg
143,10 Tasty Apple Cocktails,"['1 ounce\xa0sour apple schnapps (like Sour Apple Pucker or other brand)*', '1 ounce\xa0vodka', '1 ounce\xa0Triple Sec', '½ ounce\xa0fresh lemon juice', '½ ounce\xa0simple syrup', 'Green apple slice, for garnish (optional)', '\xa0']","['1. Add the sour apple schnapps, vodka, Triple Sec, lemon juice, and\xa0simple syrup\xa0to a cocktail shaker. Add a handful of ice and shake until cold.', '2. Strain into a martini glass. Garnish with an apple slice if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Apple-Martini-Appletini-001.jpg
144,Halloween Punch,"['64 ounces cranberry 100% juice blend (with grape, apple, and pear)*', '64 ounces apple juice or apple cider', '2 liters ginger ale (or 1 liter ginger ale and 1 750 ml bottle aged rum**)', '2 4-inch to 5-inch chunks dry ice*** (optional)', 'Other garnish ideas: candy eyeballs, plastic spiders, gummy worms, etc.']","['1. Make the punch: Chill the ingredients prior to serving. Add all ingredients to a punch bowl and stir. Garnish with dry ice (instructions below) or any of the optional garnishes. For the alcoholic punch variation, you can add the entire bottle of rum or make the spiked servings to order so the bowl works for kids and adults. Ladle out a 1 cup (8 ounce) serving of punch and add 1 to 2 ounces rum.', '2. Break the dry ice into 4-inch chunks (if using): Do this as close to the time you’ll be serving the drinks as possible, though you can buy the dry ice a few hours in advance. Start by dropping the plastic bag with the dry ice on the ground several times to allow it break into large chunks. Remember never to touch the dry ice with your bare hands! Put on goggles and gloves. Use a chisel to break the dry ice into smaller pieces using a screwdriver or ice pick. The ideal size is 4-inch to 5-inch chunks. Wrap the small chunks in a towel and place them in a cooler with the top off until you’re ready to serve the drinks. Do not place the dry ice in the freezer.', '3. Add the dry ice: Using tongs (do not touch the dry ice!), add 2 of the 4 to 5-inch chunks of dry ice to the punch bowl, which will sink to the bottom and immediately make a smoking effect. The smoking will last 5 to 10 minutes. Do not drink the dry ice! For kids, ladle out punch by skimming off the top. If you’d like you can ladle out a small chunk of dry ice into a glass for adults, but wait until the cube disappears before enjoying your drink (or you can take sips with the dry ice in the bottom). Review these Dry Ice Handling instructions.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Halloween-Punch-005.jpg
145,Tequila Lemonade,"['6 ounces (¾ cup) homemade lemonade or purchased lemonade*', '2 ounces (¼ cup) tequila', 'Ice, for serving (try clear ice)', 'Fresh mint, for garnish']","['1. By the glass: In a glass, pour in the lemonade and tequila. Add ice and garnish with fresh mint.', '2. By the pitcher:\xa0Mix 6 cups lemonade with 2 cups tequila. Add ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Tequila-and-Lemonade-006.jpg
146,Black Velvet Drink,"['3 ounces* sparkling wine, like champagne or Prosecco', '3 ounces stout beer, like Guinness']","['1. Pour the sparkling wine into a flute or highball.', '2. Pour in the stout. Stir with a bar spoon if desired, or allow to sit for a minute or so to allow flavors to marry. Serve immediately.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Black-Velvet-Drink-002.jpg
147,Christmas Punch,"['64 ounces cranberry 100% juice blend, chilled', '32 ounces pineapple juice, chilled', '32 ounces ginger ale, chilled', '1 750 ml bottle aged rum (optional)*', '1 orange', '1 lemon ', 'For the garnish: 5 star anise, fresh or frozen cranberries, rosemary sprigs']","['1. Add the cranberry juice blend, pineapple juice, and ginger ale to a punch bowl. Add the rum, if using. Garnish with orange and lemon slices, and if desired, cranberries, star anise and rosemary sprigs.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Christmas-Punch-002.jpg
148,Raspberry Margarita,"['3 ounces* tequila blanco (or reposado)', '3 ounces triple sec (or Cointreau)', '2 ounces fresh lime juice', '1 ounce simple syrup', '1 cup fresh raspberries (or frozen**, if desired)', '1 cup ice']","['1. Cut a notch in a lime wedge, then run the lime around the rim of two glasses. Dip the edge of each rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a blender. Blend until fully combined. Taste and add additional sweetener if desired. Pour into the glasses and serve.', '3. Pitcher (8 servings): Place 1 ½ cups tequila, 1 ½ cups triple sec, 1 cup lime juice, and ½ cup simple syrup, and 4 cups raspberries in a blender and blend until cold.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Raspberry-Margarita-004.jpg
149,Watermelon Vodka Cocktail,"['2 cups cubed seedless watermelon, enough for 1 cup juice, plus more for small watermelon wedge garnishes', '2 tablespoons fresh lime juice', '½ cup vodka', '1 tablespoon pure maple syrup (or simple syrup)']","['1. Add the watermelon cubes to a blender and blend until a juice forms. Then pour the juice through a fine mesh strainer into a clean container. Measure out 1 cup of the juice.', '2. In cocktail shaker, add all ingredients and stir to combine. Fill the cocktail shaker with ice and shake vigorously.', '3. Garnish with small watermelon wedges.']",https://www.acouplecooks.com/wp-content/uploads/2019/07/Watermelon-Vodka-Drink-007-800x1000.jpg
150,Blood and Sand Cocktail,"['1 ounce blended Scotch whisky', '1 ounce cherry liqueur or cherry brandy (like Cherry Heering)', '½ ounce sweet vermouth', '½ ounce blood orange juice', 'For the garnish: Orange twist (here’s how to make one)']","['1. Add the Scotch, cherry liqueur, sweet vermouth, and blood orange juice to a cocktail shaker. Fill it with ice and shake it until cold.', '2. Strain into a cocktail glass. If desired, garnish with an orange twist.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Blood-and-Sand-Cocktail-007.jpg
151,Rosé Spritzer,"['3 ounces (6 tablespoons) rosé wine, chilled', '1 ounce (2 tablespoons) soda water', 'Thyme sprig, for garnish']","['1. Pour the wine into a glass, then add the soda water. Gently stir once. Add the garnish and enjoy.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Rose-Spritzer-011.jpg
152,Grasshopper Drink,"['1 ½ ounces* crème de cacao', '1 ½ ounces crème de menthe', '2 ounces heavy cream**', 'For the garnish: Shaved chocolate (optional)']","['1. Place all ingredients in a cocktail shaker. Add 2 handfuls of ice and shake until cold.\xa0', '2. Strain into a cocktail glass. Top with shaved chocolate if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Grasshopper-Drink-008.jpg
153,Strawberry Vodka Cocktail,"['2 ounces* vodka', '½ ounce homemade strawberry syrup', '½ ounce fresh lime juice', '4 ounces soda water']","['1. Make the strawberry syrup (or use purchased strawberry cocktail syrup).', '2. Stir together the vodka, strawberry syrup, and lime juice together in a highball. Fill the glass with ice, then add the soda water. Stir gently to combine. Garnish with mint and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/06/Strawberry-Vodka-Cocktail-003.jpg
154,Bahama Mama,"['½ ounce* grenadine syrup', '1 ounce dark rum', '1 ounces coconut rum', '½ ounce lime juice', '3 ounces pineapple juice', '1 cup ice']","['1. Single drink, frozen: Add the grenadine to the bottom of a highball or hurricane glass. Blend the dark rum, coconut rum, lime juice, pineapple juice, and ice in a blender until a slushy texture forms. Pour the blended mix slowly over the grenadine. Garnish with pineapple or lime wedges.', '2. Single drink, on the rocks: Add ice to a glass (you can also use crushed ice). Pour in the dark rum, coconut rum, lime juice, and pineapple juice, and stir gently. Pour the grenadine into center of the drink and it will sink to the bottom.', '3. Pitcher variation (4 drinks): Blend ½ cup dark rum, ½ cup coconut rum, ¼ cup lime juice, 1 ½ cups pineapple juice and 4 cups ice in a blender until a slushy texture forms. Place 1 tablespoon grenadine in each cup, and pour in the blended mixture.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Bahama-Mama-006.jpg
155,12 Famous French Drinks & Cocktails,"['1 ½ ounces* gin', '¾ ounce lemon juice (plus lemon twist garnish, optional)', '½ ounce simple syrup', '3 ounces champagne (about ½ glass)*']","['1. Make the\xa0lemon twist garnish, if using.', '2. Place the gin, lemon juice, and syrup in a cocktail shaker with ice. Shake 15 seconds until cold. Strain the liquid into a champagne flute.', '3. Top off the glass with champagne. Garnish and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/06/Pastis-Drink-007.jpg
156,Classic Martini,"['3 ounces (6 tablespoons) gin', '½ ounce (1 tablespoon) dry white vermouth', 'For the garnish: olive or lemon peel*']","['1. Combine the gin and vermouth in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds until very cold.', '2. Strain the drink into a cocktail or martini glass (purists chill the glass first).', '3. Use a knife to remove a 1″ wide strip of the lemon peel. Squeeze the lemon peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Martini-003.jpg
157,Spiked Lemonade,"['4 ounces (½ cup) homemade lemonade', '1 ounce (2 tablespoons) vodka*', '1 ounce (2 tablespoons) limoncello (or omit and use 2 ounces vodka)', 'Ice, for serving', 'Fresh mint, for garnish']","['1. Make the fresh lemonade. (Refrigerate the pitcher for later use, or make the “By the glass” variation.)', '2. In a glass, pour in the lemonade and bourbon. Add ice and garnish with fresh mint and a cocktail cherry. (If you like bubbly drinks, you can always top off with soda water or ginger ale.)']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Spiked-Lemonade-021.jpg
158,Irish Mule,"['2 ounces (¼ cup) Irish whiskey', '½ ounce (1 tablespoon) fresh lime juice', '4 ounces (½ cup) ginger beer', 'For serving: ice, lime wedge, fresh mint']","['1. In a copper mug or glass, pour in the Irish whiskey, lime juice, and ginger beer.', '2. Add ice and garnish with a lime slice. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Irish-Mule-008.jpg
159,Rum and Lemonade,"['6 ounces (¾ cup) homemade lemonade or purchased lemonade*', '2 ounces (¼ cup) rum (white, aged, dark, or coconut)', 'Ice, for serving (try clear ice)', 'Lemon slices and cocktail cherry, for garnish']","['1. By the glass: In a glass, pour in the lemonade and rum. Add ice and garnish with lemon slices and a cocktail cherry, if desired.', '2. By the pitcher: Mix 6 cups lemonade with 2 cups rum. Add ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Rum-Lemonade-005.jpg
160,Dirty Martini,"['2 ounces (4 tablespoons) gin', '½ ounce (1 tablespoon) dry white vermouth', '½ ounce (1 tablespoon) olive juice (brine)', 'For the garnish: olive']","['1. Combine the gin, vermouth, and olive juice in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds until very cold.', '2. Strain the drink into a cocktail or martini glass (purists chill the glass first). Garnish with an olive.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Dirty-Martini-004.jpg
161,Peach Bourbon Cocktail,"['1 ounce* peach schnapps', '2 ounces bourbon', '1 ½ ounces fresh squeezed orange juice (from 1 orange, or no sugar added purchased juice)*', 'Ice, for serving (try clear ice)', 'For the garnish: fresh peach slice, fresh mint sprig']","['1. Pour the peach schnapps, bourbon and orange juice into a glass. Add ice and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Peach-Bourbon-Drink-001.jpg
162,Tequila Sunrise,"['2 ounces (4 tablespoons) tequila', '4 ounces (½ cup) orange juice', '¾ ounce (1 ½ tablespoons) grenadine syrup (purchased or homemade)', 'Ice (try our clear ice!)', 'For the garnish: Cocktail cherry, orange slice']","['1. Fill a highball glass with ice. Pour in the tequila and orange juice and stir.', '2. Pour the grenadine into center of the drink and it will sink to the bottom. Stir gently for sunrise gradient effect.', '3. Garnish with an orange slice and cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Tequila-Sunrise-003.jpg
163,Baileys White Russian,"['2 ounces (4 tablespoons) vodka', '1 ounce (2 tablespoons) Kahlua (or other coffee liqueur)', '1 ounce (2 tablespoons) Bailey’s Irish cream', 'Ice, for serving (try clear ice)']","['1. Add the vodka and Kahlua to a low ball glass. Fill it with ice.', '2. Top with the Baileys. Stir until cold (or stir just a bit to get the swirl effect).']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Baileys-White-Russian-001.jpg
164,Coconut Martini,"['Sweetened shredded coconut, for the rim', '2 ounces vodka', '½ ounce fresh lime juice', '1 ounce cream of coconut (not coconut cream)']","['1. Toast the coconut: follow these instructions. Remove it from the heat and place it in a single layer on a plate.\xa0', '2. Add a bit of extra cream of coconut to a separate plate and dip the edge of the rim of the martini glass into it. Then dip the rim into the plate of toasted coconut.', '3. Add the vodka, lime juice and cream of coconut to a cocktail shaker. Shake with handful of ice and strain into the prepared martini glass.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Coconut-Martini-007.jpg
165,Watermelon Margarita,"['6 cups cubed seedless ripe watermelon, chilled, enough for 3 cups juice', '1/4 + ⅛ teaspoon kosher salt', '½ cup lime juice, plus lime slices for garnish (5 limes)', '1 cup tequila reposado', '½ cup ice']","['1. Chop the watermelon. Add the watermelon cubes to a blender and blend until a juice forms. Then pour the juice through a fine mesh strainer into a clean container.', '2. Measure out 3 cups of the watermelon juice, then add it back to the blender. Add the kosher salt, lime juice, tequila, and ice and blend until fully', '3. Serve immediately over ice, or chill for several hours* and serve over ice. Garnish with lime slices.']",https://www.acouplecooks.com/wp-content/uploads/2019/07/Watermelon-Margarita-008-800x1000.jpg
166,Bramble Cocktail,"['2 ounces* gin', '¾ ounce lemon juice', '½ ounce simple syrup', '¾ ounce crème de mûre**', 'Crushed ice, for serving', 'For the garnish: Lemon slice and fresh blackberry']","['1. Add crushed ice to a lowball glass.', '2. Add the gin, lemon juice and simple syrup to a cocktail shaker. Fill it with ice and shake until cold.', '3. Strain the drink into the glass with crushed ice. Drizzle the creme de mure over crushed ice. Garnish with a lemon slice and afresh blackberry.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Bramble-Cocktail-006.jpg
167,How to Make a Shrub Drink,"['1 cup red wine vinegar', '1 cup fruit, chopped or muddled* (strawberries, blueberries, blackberries, peaches, plums, apples, pears, etc)', '1 cup sugar', 'Optional: add whole herbs or spices like rosemary, mint, thyme, cardamom pods, peppercorns, star anise, etc', '1 ounce** shrub syrup', '1 ½ ounce gin or aquavit', '1 teaspoon simple syrup\xa0or maple syrup', '2 ounces sparkling water', '1 ounce shrub syrup', '6 to 8 ounces sparkling water (to taste)']","['1. Make the syrup (2 days): In a covered container, stir together the vinegar and sugar. Chop and/or muddle (lightly mash) the fruit and add it to the mixture, along with any whole herbs. Refrigerate for 2 days.', '2. Strain: Strain the syrup through a fine mesh strainer into a jar. Store the syrup refrigerated for up to 2 months.\xa0', '3. Make the drinks: When ready to drink, place the shrub syrup, optional gin or aquavit and simple syrup, and sparkling water in a glass and stir well. If desired, garnish with more fruit and herbs.']",https://www.acouplecooks.com/wp-content/uploads/2022/08/Shrub-Drink-011.jpg
168,Between the Sheets Cocktail,"['1 ounce (2 tablespoons) white rum', '1 ounce (2 tablespoons) Cognac (VS or VSOP)', '1 ounce (2 tablespoons) Cointreau or triple sec', '¾ ounce (1 ½ tablespoons) fresh lemon juice', 'For the garnish: Lemon peel']","['1. Add the rum, Cognac, Cointreau, and lemon juice to a cocktail shaker. Fill with a handful of ice and shake until very cold.', '2. Strain the drink into a cocktail glass. Garnish with a lemon peel.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Between-the-Sheets-Cocktail-006.jpg
169,Gin Basil Smash,"['8 to 10 large basil leaves, plus more for garnish', '2 ½ ounces* gin', '¾ ounce lemon juice', '¾ ounce simple syrup', 'Ice, for serving (try clear ice)']","['1. Place the basil leaves in a cocktail shaker and muddle them (gently mash).', '2. Add the gin, lemon juice and simple syrup to the cocktail shaker. Add 2 handfuls ice and shake until cold.', '3. Strain the drink into an ice-filled lowball glass. If desired, top with splash of soda water. Garnish with additional basil leaves.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Gin-Basil-Smash-001.jpg
170,Cranberry Moscow Mule,"['2 ounces* vodka', '2 ounces 100% all natural cranberry juice', '½ ounce fresh lime juice', '3 ounces ginger beer']","['1. In a copper mug or glass, pour in the vodka, cranberry juice, and lime juice. Add the ginger beer.', '2. Add ice and garnish with a lime wedge and fresh or frozen cranberries, if desired. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Cranberry-Mule-001.jpg
171,New York Sour,"['2 ounces (4 tablespoons) bourbon whiskey', '1 ounce ( 2 tablespoons) lemon juice', '½ ounce (1 tablespoon) maple syrup or simple syrup', '1 ounce (2 tablespoons) dry red wine', 'Optional garnish: lemon twist']","['1. Add the bourbon, lemon juice, and syrup to a cocktail shaker and fill it with a handful of ice. Shake until very cold.', '2. Strain the drink into an ice-filled lowball or Old Fashioned glass.', '3. Carefully pour the red wine over the back of a spoon just above the surface of the drink, creating a layer on top. Serve with a lemon twist if desired.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/New-York-Sour-015.jpg
172,Pineapple Margarita,"['1 ½ ounces (3 tablespoons) tequila blanco or reposado*', '2 ounces (¼ cup) pineapple juice', '¾ ounce (1 ½ tablespoons) Cointreau', '¾ ounce (1 ½ tablespoon) fresh lime juice', 'Kosher salt or flaky sea salt, for the rim (optional)', 'Ice, for serving (try clear ice)', 'For the garnish: pineapple wedge']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/10/Pineapple-Margarita-007.jpg
173,Hanky Panky Cocktail,"['3 tablespoons (1 ½ ounces) gin', '3 tablespoons (1 ½ ounces) sweet vermouth', '½ teaspoon Fernet-Branca', 'For the garnish: Orange twist']","['1. Combine the gin, sweet vermouth, and Fernet-Branca in cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a glass. Garnish with an orange twist and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/02/Hanky-Panky-Cocktail-004.jpg
174,Strawberry Mimosa,"['2 cups\xa0\xa0(1 pint or 12 ounces) fresh strawberries (or frozen strawberries*)', '1 cup orange juice', '1 750mL bottle Prosecco, champagne or other sparkling wine']","['1. Remove the tops from the strawberries. Add them to a blender with the orange juice and blend. (If you prefer a sweeter mimosa, you can add 1 ounce simple syrup.)', '2. For each drink, add ½ cup of Prosecco to the champagne flute. Then pour in\xa0\xa0¼ cup of the strawberry puree.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Strawberry-Mimosa-004.jpg
175,Gin and Coke,"['2 ounces (¼ cup) gin', '4 ounces (½ cup) cola', '1 lime wedge or ½ ounce lime juice (1 tablespoon)', 'Variation: Add 2 dashes Angostura bitters']","['1. Add the gin and ice to a glass and stir to combine.', '2. Top with the cola. Squeeze in the juice from the lime wedge (or ½ ounce lime juice) and serve. Garnish with additional lime wedges or wheels.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/12/Gin-and-Coke-007.jpg
176,Blood Orange Margarita,"['1 ½ ounces (3 tablespoons) tequila blanco or reposado*', '2 ounces (¼ cup) blood orange juice', '¾ ounce (1 ½ tablespoons) Cointreau', '¾ ounce (1 ½ tablespoons) fresh lime juice', 'Kosher salt, flaky sea salt, or Himalayan pink sea salt, for the rim (optional)', 'Ice, for serving (try clear ice)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice, garnish with a blood orange slice, if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Blood-Orange-Margarita-008.jpg
177,Chambord and Champagne Cocktail,"['¾ ounce (1 ½ tablespoons) Chambord or other raspberry liqueur', '4 ounces (½ cup) champagne', 'For the garnish: raspberries']","['1. Pour the Chambord into a glass. Top it off the with the champagne.', '2. Garnish with raspberries if desired. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Chambord-and-Champagne-006.jpg
